jittered_title,seed_title,onet_code,onet_name
Lead Robotic Systems Engineer - Cutting-edge Manufacturing Solutions,Robotic Systems Engineer,17-2199.08,Robotics Engineers
Robotic Systems Engineer | Entry-Level Welcome | Training Provided,Robotic Systems Engineer,17-2199.08,Robotics Engineers
Residential Paver Layer - Immediate Openings (Experience Preferred),Paver Layer,47-4091.00,Segmental Pavers
Skilled Paver Layer Needed – Landscaping Crew (Full-Time),Paver Layer,47-4091.00,Segmental Pavers
Entry-Level Paver Layer (On-the-Job Training Provided!),Paver Layer,47-4091.00,Segmental Pavers
Paver Layer Technician – Hardscaping Division (Annual Bonus!),Paver Layer,47-4091.00,Segmental Pavers
"Hiring ASAP: Experienced Paver Layer, Competitive Pay + Benefits",Paver Layer,47-4091.00,Segmental Pavers
Aircraft Mechanic (A&P Certified) – Corporate Jet Maintenance,Aircraft Mechanic,49-3011.00,Aircraft Mechanics and Service Technicians
Aircraft Mechanic Needed Immediately – Excellent Pay & Overtime Opportunities!,Aircraft Mechanic,49-3011.00,Aircraft Mechanics and Service Technicians
Entry-Level Aircraft Mechanic – Comprehensive Training Provided,Aircraft Mechanic,49-3011.00,Aircraft Mechanics and Service Technicians
Aircraft Mechanic - Night Shift (Bonus for Military Veterans),Aircraft Mechanic,49-3011.00,Aircraft Mechanics and Service Technicians
FAA Licensed Aircraft Mechanic - Commercial Airline Maintenance Team,Aircraft Mechanic,49-3011.00,Aircraft Mechanics and Service Technicians
Clock Repair Technician - Vintage & Antique Timepieces (Experience Required!),Clock Repair Technician,49-9064.00,Watch and Clock Repairers
Immediate Opening: Clock Repair Specialist (Flexible Schedule),Clock Repair Technician,49-9064.00,Watch and Clock Repairers
Horology Expert Needed - Professional Clock Repair Technician,Clock Repair Technician,49-9064.00,Watch and Clock Repairers
Clock Restoration Technician | Join Our Artisanal Workshop Team,Clock Repair Technician,49-9064.00,Watch and Clock Repairers
Part-Time Clock Repair Technician - Apprentices Welcome!,Clock Repair Technician,49-9064.00,Watch and Clock Repairers
Parking Enforcement Technician - Downtown District (Day Shift),Parking Enforcement Technician,33-3041.00,Parking Enforcement Workers
Parking Compliance Officer Needed – Immediate Start!,Parking Enforcement Technician,33-3041.00,Parking Enforcement Workers
"City Parking Enforcement Specialist (Full-Time, Benefits Included)",Parking Enforcement Technician,33-3041.00,Parking Enforcement Workers
Parking Enforcement Technician | Weekends & Holidays Off!,Parking Enforcement Technician,33-3041.00,Parking Enforcement Workers
Parking Services Technician - Join Our Municipal Team Today,Parking Enforcement Technician,33-3041.00,Parking Enforcement Workers
Front End Developer - React.js & UI/UX Skills Desired!,Front End Developer,15-1252.00,Software Developers
Junior Front End Developer Needed for Growing Startup,Front End Developer,15-1252.00,Software Developers
Exciting Opportunity: Front End Web Developer (Remote Possible),Front End Developer,15-1252.00,Software Developers
"Front End Developer | HTML, CSS, JavaScript - Immediate Hire",Front End Developer,15-1252.00,Software Developers
Front End Engineer (Contract-to-Hire) - Innovative Digital Team,Front End Developer,15-1252.00,Software Developers
Business Continuity Expert - Crisis Management & Resilience Planning,Business Continuity Professional,13-1199.04,Business Continuity Planners
"Hiring Business Continuity Professional (Remote, Flexible Hours!)",Business Continuity Professional,13-1199.04,Business Continuity Planners
Business Continuity Specialist - Join Our Global Risk Team,Business Continuity Professional,13-1199.04,Business Continuity Planners
Immediate Opening: Business Continuity Coordinator,Business Continuity Professional,13-1199.04,Business Continuity Planners
Business Continuity Professional Needed for Financial Services Firm,Business Continuity Professional,13-1199.04,Business Continuity Planners
Florist / Floral Designer - Weddings & Special Events,Florist,27-1023.00,Floral Designers
Part-Time Florist Needed Immediately (Flexible Schedule!),Florist,27-1023.00,Floral Designers
Experienced Florist Wanted - Boutique Flower Shop,Florist,27-1023.00,Floral Designers
Join Our Team as Lead Florist | Creative Environment!,Florist,27-1023.00,Floral Designers
Florist Assistant - No Experience Required (Training Provided),Florist,27-1023.00,Floral Designers
"Vice President, Fixed Income Trading – Institutional Clients (Remote)",Fixed Income Vice President (Fixed Income VP),11-3031.03,Investment Fund Managers
VP Fixed Income Portfolio Manager | Global Markets Division,Fixed Income Vice President (Fixed Income VP),11-3031.03,Investment Fund Managers
"Fixed Income VP Needed – Emerging Markets Desk, NYC",Fixed Income Vice President (Fixed Income VP),11-3031.03,Investment Fund Managers
"Senior Fixed Income Vice President, Credit Products (Hybrid Work Available)",Fixed Income Vice President (Fixed Income VP),11-3031.03,Investment Fund Managers
"Exciting Opportunity: Fixed Income VP – Investment Banking, Deutsche Bank",Fixed Income Vice President (Fixed Income VP),11-3031.03,Investment Fund Managers
Entry-Level Parts Cleaner – 2nd Shift Manufacturing Facility,Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Immediate Opening: Automotive Parts Cleaner | No Experience Required!,Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Parts Cleaner Technician (Industrial Equipment) – Competitive Pay,Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Hiring Now: Aircraft Engine Parts Cleaner – Great Benefits & Training Provided,Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
"Parts Cleaner Needed ASAP – Full-Time Position (Brooklyn, NY)",Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Commercial Construction Job Superintendent – New Build Projects,Job Superintendent,11-9021.00,Construction Managers
"Experienced Job Superintendent Wanted – Retail Construction, Immediate Start",Job Superintendent,11-9021.00,Construction Managers
Hiring Job Superintendent for Multi-Family Residential Developments,Job Superintendent,11-9021.00,Construction Managers
Job Superintendent | Civil Infrastructure Projects – Excellent Salary,Job Superintendent,11-9021.00,Construction Managers
"Job Superintendent, High-End Residential Remodeling (Must Have 5+ Years Experience)",Job Superintendent,11-9021.00,Construction Managers
Speech-Language Assistant (SLPA) – Pediatric Therapy Clinic,Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
"SLP Assistant Needed – Flexible Schedule, Great Team Environment!",Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
Speech-Language Pathology Assistant – School-Based Position (Full-Time),Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
Speech-Language Assistant Wanted Immediately – Competitive Pay & Benefits,Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
SLPA Opportunity – Join Our Growing Speech Therapy Practice Today,Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
"Stock Prep Operator – Paper Mill Operations (Night Shift, Bonus Available)",Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
"Hiring Stock Preparation Operator | Manufacturing Facility, Great Pay!",Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
"Immediate Need: Stock Prep Operator – Experience Preferred, Training Provided",Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Stock Preparation Operator (Full-Time) – Join Our Dynamic Team,Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
"Exciting Opening: Stock Prep Operator – Industrial Plant, Advancement Opportunities",Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Fence Installer/ Erector Needed Immediately - Great Pay!,Fence Erector,47-4031.00,Fence Erectors
Experienced Fence Erector (Residential & Commercial Projects),Fence Erector,47-4031.00,Fence Erectors
Fence Erector - Join Our Outdoor Installation Crew (Training Provided),Fence Erector,47-4031.00,Fence Erectors
Full-Time Fence Erector - Benefits & Competitive Salary!,Fence Erector,47-4031.00,Fence Erectors
Fence Erector Wanted - Immediate Hire for Busy Season,Fence Erector,47-4031.00,Fence Erectors
Bulk Delivery Driver (Class A CDL) - Home Every Night!,Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Immediate Opening: Bulk Delivery Driver - Excellent Pay & Benefits,Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Local Bulk Delivery Driver Needed - No Long-Haul Routes,Bulk Delivery Driver,53-3033.00,Light Truck Drivers
"Bulk Delivery Driver - $5,000 Sign-On Bonus Available!",Bulk Delivery Driver,53-3033.00,Light Truck Drivers
"Join Our Team as a Bulk Delivery Driver - Full-Time, Paid Weekly",Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Billing Coordinator - Great Opportunity in Healthcare Administration,Billing Coordinator,43-3021.00,Billing and Posting Clerks
Full-Time Billing Coordinator (Remote-Friendly),Billing Coordinator,43-3021.00,Billing and Posting Clerks
Urgently Hiring: Billing Coordinator for Growing Company!,Billing Coordinator,43-3021.00,Billing and Posting Clerks
Billing Coordinator - Competitive Pay & Excellent Benefits,Billing Coordinator,43-3021.00,Billing and Posting Clerks
"Billing Coordinator - Entry Level Welcome, Training Provided",Billing Coordinator,43-3021.00,Billing and Posting Clerks
"Station Agent (Part-Time) - Airline Industry, JFK Airport",Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Immediate Opening: Station Agent Needed at Denver Metro Transit,Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
"Station Agent - Customer Service & Operations, Excellent Pay",Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
"Full-Time Station Agent (Union Role, Great Benefits!)",Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Station Agent Opportunity - Join Our Dynamic Airport Team,Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Motorboat Operator - Seasonal Position at Lake Tahoe,Motorboat Operator,53-5022.00,Motorboat Operators
Experienced Motorboat Operator Needed for Marina Operations,Motorboat Operator,53-5022.00,Motorboat Operators
Motorboat Operator Wanted! Competitive Pay & Flexible Hours,Motorboat Operator,53-5022.00,Motorboat Operators
"Motorboat Operator - Immediate Hire, Great Summer Job",Motorboat Operator,53-5022.00,Motorboat Operators
"Marine Motorboat Operator (Certification Preferred, Training Available)",Motorboat Operator,53-5022.00,Motorboat Operators
Senior Cytology Applications Specialist – Diagnostic Imaging Division (Remote),Cytology Applications Specialist,29-2011.02,Cytotechnologists
"Exciting Opportunity: Cytology Applications Specialist (Field-based role, Northeast Region)",Cytology Applications Specialist,29-2011.02,Cytotechnologists
"Cytology Apps Specialist, Customer Training & Support (Flexible Hours!)",Cytology Applications Specialist,29-2011.02,Cytotechnologists
Join us as Cytology Applications Specialist – Pathology Solutions Team,Cytology Applications Specialist,29-2011.02,Cytotechnologists
Cytology Applications Specialist Needed – Collaborative Lab Environment,Cytology Applications Specialist,29-2011.02,Cytotechnologists
"Experienced Locksmith Wanted – Immediate Hire, Competitive Pay!",Locksmith,49-9094.00,Locksmiths and Safe Repairers
Locksmith Technician (Mobile) – Emergency Services Available 24/7,Locksmith,49-9094.00,Locksmiths and Safe Repairers
Full-Time Locksmith (Residential & Commercial) - Great Benefits,Locksmith,49-9094.00,Locksmiths and Safe Repairers
Locksmith Opening – No Weekend Hours Required!,Locksmith,49-9094.00,Locksmiths and Safe Repairers
Urgent: Locksmith Needed for Campus Security (Evening Shift),Locksmith,49-9094.00,Locksmiths and Safe Repairers
"Carpenter's Helper – Entry-Level Position, Training Provided!",Carpenter's Helper,47-3012.00,Helpers--Carpenters
Skilled Trades Opportunity: Carpenter's Helper Needed ASAP,Carpenter's Helper,47-3012.00,Helpers--Carpenters
Carpenter's Helper – Residential Construction Crew (Great Pay!),Carpenter's Helper,47-3012.00,Helpers--Carpenters
Now Hiring Carpenter's Helper – Advancement Opportunities Available,Carpenter's Helper,47-3012.00,Helpers--Carpenters
Immediate Start: Carpenter's Helper (No Experience Necessary),Carpenter's Helper,47-3012.00,Helpers--Carpenters
"2nd Shift Machine Tender – Manufacturing Facility, Sign-On Bonus Offered",Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Join Our Team: Machine Tender – Excellent Pay & Benefits,Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
"Machine Tender Position – Warehouse Environment, Flexible Hours!",Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
"Urgently Hiring Machine Tender (Entry-Level, Training Provided)",Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Machine Tender Opening – Stable Employment with Overtime Available,Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
